Date,AAPL,JPM,NVDA,SPY,XLF
2026-04-07,-122.570068359375,-168.4801025390625,-107.5,-47.9000244140625,-181.7999725341797
2026-04-08,-84.77011108398438,-105.06005859375,-67.70004272460938,-14.3199462890625,-134.2799835205078
2026-04-09,-73.64013671875,-90.900146484375,-49.4000244140625,-6.52001953125,-129.59994506835938
2026-04-10,-73.70999145507812,-93.66009521484375,-2.20001220703125,-7.419921875,-149.75999450683594
2026-04-13,-82.66998291015625,-70.80010986328125,4.59991455078125,5.8599853515625,-117.72001647949219
2026-04-14,-85.26016235351562,-86.16009521484375,76.59988403320312,22.580078125,-113.40005493164062
2026-04-15,-32.06011962890625,-117.30010986328125,100.19989013671875,33.5400390625,-99.36007690429688
2026-04-16,-53.270111083984375,-93.17999267578125,95.0,36.97998046875,-104.40005493164062
2026-04-17,-5.459991455078125,-91.1400146484375,128.29986572265625,53.9400634765625,-90.0
2026-04-20,14.27984619140625,-50.94012451171875,132.09991455078125,51.0999755859375,-82.79997253417969
2026-04-21,-33.879974365234375,-74.88006591796875,110.29998779296875,41.820068359375,-94.68003845214844
2026-04-22,15.120025634765625,-74.7601318359375,136.49993896484375,56.080078125,-97.9200439453125
2026-04-23,16.93988037109375,-82.74005126953125,107.89993286132812,50.56005859375,-112.68003845214844
2026-04-24,0.34991455078125,-103.2000732421875,194.19998168945312,61.5400390625,-126.36007690429688
2026-04-27,-23.8001708984375,-83.10003662109375,277.5999450683594,64.0,-112.31996154785156
2026-04-28,-2.100128173828125,-84.17999267578125,243.19992065429688,57.0400390625,-110.88006591796875
2026-04-29,-5.879974365234375,-97.38006591796875,203.99993896484375,56.820068359375,-108.36007690429688
2026-04-30,2.379974365234375,-73.5,107.20001220703125,70.97998046875,-100.79997253417969
2026-05-01,63.9100341796875,-78.06005859375,95.99990844726562,74.9600830078125,-108.36007690429688
2026-05-04,40.739837646484375,-106.9801025390625,96.29989624023438,69.6800537109375,-120.59994506835938
2026-05-05,92.18988037109375,-96.4801025390625,76.49993896484375,81.2000732421875,-120.24000549316406
2026-05-06,115.5,-63.4801025390625,189.79995727539062,101.320068359375,-111.24000549316406
2026-05-07,115.00994873046875,-115.2601318359375,226.49993896484375,96.820068359375,-121.68003845214844
2026-05-08,156.16998291015625,-140.280029296875,263.4999084472656,108.9000244140625,-132.83995056152344
2026-05-11,151.68988037109375,-152.88006591796875,305.89996337890625,112.260009765625,-135.0
2026-05-12,166.52984619140625,-123.60003662109375,319.2999267578125,110.02001953125,-120.59994506835938
2026-05-13,195.0198974609375,-151.38006591796875,369.7999572753906,118.280029296875,-141.83995056152344
2026-05-14,190.39987182617188,-153.4200439453125,468.8999938964844,130.0,-131.03997802734375
2026-05-15,204.54000854492188,-166.02008056640625,364.70001220703125,112.0,-137.88006591796875
2026-05-18,187.80990600585938,-148.5,334.70001220703125,110.9600830078125,-114.83995056152344
2026-05-19,195.71994018554688,-178.67999267578125,317.5999450683594,101.1199951171875,-137.88006591796875
2026-05-20,218.679931640625,-141.0,346.199951171875,116.1600341796875,-117.72001647949219
2026-05-21,237.85986328125,-134.88006591796875,306.5998840332031,119.0999755859375,-115.20002746582031
2026-05-22,264.66998291015625,-114.60003662109375,264.7999572753906,124.9400634765625,-107.64006042480469
2026-05-26,261.2398376464844,-112.44012451171875,260.0999450683594,134.840087890625,-110.88006591796875
2026-05-27,278.8799743652344,-157.2000732421875,237.5,134.580078125,-126.36007690429688
2026-05-28,290.5,-172.5,253.99993896484375,142.8599853515625,-131.75999450683594
2026-05-29,287.34991455078125,-157.02008056640625,222.89993286132812,146.6199951171875,-120.59994506835938
2026-06-01,247.09991455078125,-173.400146484375,355.0999450683594,150.739990234375,-126.0
2026-06-02,309.33001708984375,-147.1201171875,339.70001220703125,152.800048828125,-124.9200439453125
2026-06-03,274.75,-147.780029296875,258.99993896484375,142.1400146484375,-146.16004943847656
2026-06-04,281.5400085449219,-87.53997802734375,298.0999755859375,147.840087890625,-98.64006042480469
2026-06-05,254.30990600585938,-78.66009521484375,162.5,108.760009765625,-94.68003845214844
2026-06-08,213.70999145507812,-86.22015380859375,197.89993286132812,112.0999755859375,-106.55996704101562
2026-06-09,136.77984619140625,-76.67999267578125,193.39996337890625,107.760009765625,-88.9200439453125
2026-06-10,143.98983764648438,-98.03997802734375,115.69992065429688,84.52001953125,-97.20002746582031
2026-06-11,172.3399658203125,-71.94012451171875,160.19989013671875,109.1800537109375,-83.16004943847656
2026-06-12,140.8399658203125,-28.56005859375,163.39996337890625,117.1600341796875,-57.24000549316406
2026-06-15,177.87002563476562,-36.4801025390625,235.99990844726562,143.320068359375,-49.31996154785156
2026-06-16,197.60986328125,33.96002197265625,185.5999755859375,134.320068359375,-20.88006591796875
2026-06-17,174.58001708984375,47.8798828125,157.9998779296875,115.580078125,-31.680038452148438
2026-06-18,189.0,-1.56005859375,218.39996337890625,127.1400146484375,-48.96002197265625
2026-06-22,182.0,36.0,197.9998779296875,122.4400634765625,-44.27998352050781
2026-06-23,163.02984619140625,51.96002197265625,111.89987182617188,100.820068359375,-37.79997253417969
2026-06-24,154.48983764648438,47.82000732421875,101.49993896484375,100.1400146484375,-43.559967041015625
2026-06-25,28.979888916015625,57.83990478515625,68.89999389648438,102.260009765625,-53.27998352050781
2026-06-26,89.38992309570312,21.41986083984375,36.7999267578125,91.6400146484375,-48.96002197265625
2026-06-29,75.10986328125,23.46002197265625,61.199951171875,115.6600341796875,-43.559967041015625
2026-06-30,128.4498291015625,11.099853515625,112.39990234375,127.2000732421875,-47.519989013671875
2026-07-01,163.5899658203125,51.53997802734375,87.29995727539062,125.1800537109375,-5.400054931640625
2026-07-02,263.3399658203125,53.93994140625,59.799957275390625,123.2200927734375,24.839950561523438
2026-07-06,291.5499572753906,73.43994140625,66.99996948242188,136.2200927734375,43.559967041015625
2026-07-07,277.5499572753906,82.43994140625,80.79986572265625,129.080078125,40.31996154785156
2026-07-08,296.6600341796875,30.83990478515625,152.69989013671875,124.4600830078125,1.440032958984375
2026-07-09,316.4699401855469,59.93994140625,139.2999267578125,137.080078125,21.96002197265625
2026-07-10,310.16998291015625,65.93994140625,221.10000610351562,143.56005859375,28.0799560546875
2026-07-13,324.09991455078125,54.2999267578125,146.7999267578125,132.0,41.03997802734375
2026-07-14,306.9498291015625,104.46002197265625,229.49996948242188,137.320068359375,45.0
2026-07-15,395.429931640625,128.5799560546875,236.49993896484375,143.280029296875,58.68003845214844
2026-07-16,435.75,106.0198974609375,185.4998779296875,135.0999755859375,65.51998901367188
2026-07-17,439.10986328125,93.719970703125,139.59991455078125,120.239990234375,47.87992858886719
2026-07-20,389.0599060058594,80.33990478515625,144.2999267578125,117.840087890625,39.96002197265625
2026-07-21,397.10986328125,118.5,184.39987182617188,130.2200927734375,42.480010986328125
2026-07-22,384.1600341796875,136.3798828125,232.09991455078125,128.47998046875,40.31996154785156
2026-07-23,354.5499572753906,146.5198974609375,199.09988403320312,110.02001953125,32.400054931640625
2026-07-24,434.0698547363281,166.3798828125,179.89990234375,111.52001953125,49.68003845214844
2026-07-27,461.2999572753906,184.32000732421875,76.59988403320312,111.840087890625,70.20002746582031
2026-07-28,483.4898376464844,190.97991943359375,81.59988403320312,115.3800048828125,96.11993408203125
2026-07-29,470.25994873046875,115.3798828125,11.599884033203125,92.580078125,63.0
2026-07-30,436.93988037109375,152.219970703125,61.899871826171875,117.0400390625,74.51998901367188
2026-07-31,265.2999572753906,157.8599853515625,118.99993896484375,127.7200927734375,72.35993957519531
2026-08-03,226.87002563476562,162.96002197265625,177.89993286132812,149.0,88.20002746582031
2026-08-04,268.5899658203125,192.2398681640625,230.89996337890625,176.320068359375,106.20002746582031
2026-08-05,279.929931640625,202.55987548828125,303.699951171875,173.239990234375,110.51998901367188
2026-08-06,289.7999572753906,184.91986083984375,301.3999938964844,170.780029296875,103.68003845214844
2026-08-07,296.2398376464844,192.2398681640625,351.1000061035156,180.1800537109375,96.11993408203125
2026-08-10,260.75,205.8599853515625,286.9999694824219,179.7200927734375,103.68003845214844
2026-08-11,237.29995727539062,219.3599853515625,286.49993896484375,174.780029296875,103.31996154785156
2026-08-12,218.679931640625,238.19989013671875,352.39990234375,178.6400146484375,107.63992309570312
2026-08-13,239.75,225.77984619140625,364.4999694824219,189.4200439453125,119.87992858886719
2026-08-14,244.43988037109375,224.159912109375,363.0999755859375,186.340087890625,116.27998352050781
2026-08-17,242.05990600585938,212.8798828125,361.5998840332031,179.0,95.40005493164062
2026-08-18,273.1399230957031,226.61993408203125,308.8999938964844,168.56005859375,104.75999450683594
2026-08-19,320.7398376464844,190.67999267578125,287.09991455078125,171.780029296875,91.79997253417969
2026-08-20,282.02984619140625,156.41986083984375,280.0,158.8599853515625,72.72001647949219
2026-08-21,268.3799743652344,156.599853515625,258.699951171875,165.0999755859375,91.79997253417969
2026-08-24,275.3099060058594,185.46002197265625,196.29989624023438,160.5999755859375,118.44003295898438
2026-08-25,272.2298889160156,187.25994873046875,241.99996948242188,165.47998046875,121.68003845214844
2026-08-26,297.08001708984375,186.11993408203125,208.0999755859375,165.820068359375,119.87992858886719
2026-08-27,304.9898376464844,172.43994140625,391.2998962402344,175.8599853515625,106.20002746582031
2026-08-28,340.83001708984375,192.83990478515625,286.9999694824219,172.3599853515625,114.11993408203125
2026-08-31,320.8799743652344,183.2398681640625,319.2999267578125,167.760009765625,100.0799560546875
2026-09-01,378.8399658203125,176.82000732421875,285.89996337890625,157.2200927734375,81.72001647949219
2026-09-02,377.6498718261719,184.43994140625,355.5999755859375,163.97998046875,98.27998352050781
2026-09-03,400.3998718261719,219.47991943359375,395.9999084472656,180.0,130.68003845214844
2026-09-04,342.7199401855469,198.96002197265625,415.0999450683594,174.0400390625,114.11993408203125
2026-09-08,316.4699401855469,168.17999267578125,368.7998962402344,165.580078125,85.31996154785156
2026-09-09,310.3099060058594,175.3798828125,348.1999206542969,158.4600830078125,76.68003845214844
2026-09-10,388.91998291015625,168.47991943359375,295.0999450683594,149.320068359375,69.83995056152344
2026-09-11,428.8198547363281,184.5,294.3998718261719,162.239990234375,83.51998901367188
2026-09-14,434.4898376464844,147.89996337890625,221.10000610351562,155.4200439453125,75.59994506835938
2026-09-15,422.3099060058594,162.05987548828125,233.19992065429688,148.4400634765625,69.11993408203125
2026-09-16,429.7999572753906,140.6400146484375,250.4998779296875,141.760009765625,36.0
2026-09-17,461.929931640625,142.97991943359375,304.89990234375,158.8599853515625,34.20002746582031
2026-09-18,455.8399658203125,145.1400146484375,334.1999816894531,157.0400390625,33.480010986328125
2026-09-21,475.7900085449219,159.3599853515625,385.29998779296875,180.6600341796875,34.9200439453125
2026-09-22,481.179931640625,87.11993408203125,400.19989013671875,180.4200439453125,-4.6800384521484375
